cluster,text,frequency
3,the,6
3,crew,2
3,during,2
3,Passenger,1
3,vomit,1
3,removal,1
3,from,1
3,previous,1
3,flight,1
3,was,1
3,completed,1
3,but,1
3,offensive,1
3,odor,1
3,remained,1
3,after,1
3,extensive,1
3,cleaning.,1
3,Management,1
3,strongly,1
21,B737,1
21,Captain,1
21,reported,1
21,trailing,1
21,edge,1
21,flaps,1
21,would,1
21,not,1
21,retract,1
21,beyond,1
21,27,1
21,degrees,1
21,during,1
21,missed,1
21,approach.,1
21,Crew,1
21,ran,1
21,the,1
21,QRH,1
21,declared,1
