x,y,z,cluster,body,severity
0.64071316,0.5983761,0.87623954,0.0,,0.0
0.8175207,0.7629354,0.61819404,0.0,,0.0
0.70638305,0.7462307,0.66398937,0.0,,0.0
0.63338774,0.6969819,0.22268285,0.0,,0.0
0.4923696,0.36255854,0.85679805,0.0,,0.0
0.7361778,0.35572833,0.3668774,0.0,,0.0
0.60541314,0.721138,0.21164703,0.0,,0.0
0.465587,0.6802007,0.54013675,1.0,,50.0
0.74216855,0.76103806,0.65160197,0.0,,0.0
0.73851264,0.35502148,0.3684462,0.0,,0.0
0.80316836,0.31866658,0.45260048,0.0,,0.0
0.77302885,0.3260763,0.43106824,0.0,,0.0
0.6287509,0.47026464,0.62300485,0.0,,0.0
0.56405115,0.1767556,0.50741214,0.0,,0.0
0.7896209,0.79750794,0.6317634,0.0,,0.0
0.6306723,0.69730484,0.22229399,0.0,,0.0
0.6992307,0.3611774,0.3455049,0.0,,0.0
0.58786577,0.21030141,0.5011689,0.0,,0.0
0.7354888,0.34477574,0.35803455,0.0,,0.0
0.6651757,0.22112185,0.81440663,0.0,,0.0
0.6629161,0.46777356,0.65411013,0.0,,0.0
0.5676514,0.14536025,0.472614,0.0,,0.0
0.55026704,0.160287,0.59823817,0.0,,0.0
0.7725806,0.07049149,0.2300631,0.0,,0.0
0.78574485,0.33487406,0.44146124,0.0,,0.0
0.541772,0.1681419,0.6398009,0.0,,0.0
0.5500199,0.15605454,0.5973518,0.0,,0.0
0.81177807,0.051235646,0.2224431,0.0,,0.0
0.854404,0.44077468,0.77445114,0.0,,0.0
0.5863403,0.19996926,0.52105534,0.0,,0.0
0.57220316,0.17184988,0.5107868,0.0,,0.0
0.57549626,0.18153997,0.50873303,0.0,,0.0
0.36491188,0.5179015,0.87855047,0.0,,0.0
0.40722832,0.56787175,0.8339873,0.0,,0.0
0.8199667,0.748113,0.6257958,0.0,,0.0
0.81857777,0.06583263,0.23805903,0.0,,0.0
0.62611663,0.7438231,0.19664016,0.0,,0.0
0.63839865,0.7383592,0.19246589,0.0,,0.0
0.56505,0.17971678,0.50869364,0.0,,0.0
0.6649518,0.6943497,0.21228173,0.0,,0.0
0.7881905,0.07092438,0.22880621,0.0,,0.0
0.7244657,0.3526374,0.36626416,0.0,,0.0
0.80841637,0.78593427,0.62334263,0.0,,0.0
0.465595,0.67523414,0.55280185,1.0,,50.0
0.85825044,0.44478425,0.7784172,0.0,,0.0
0.64869374,0.72106194,0.20985574,0.0,,0.0
0.48513764,0.3693826,0.8647936,0.0,,0.0
0.544253,0.16581754,0.6184203,0.0,,0.0
0.59143996,0.3556532,0.054915246,0.0,,0.0
0.42442465,0.34412092,0.52696025,0.0,,0.0
0.7005284,0.36243644,0.34886146,0.0,,0.0
0.6639109,0.4179044,0.016921928,0.0,,0.0
0.6135728,0.7284901,0.19768777,0.0,,0.0
0.6263043,0.46718118,0.6491157,0.0,,0.0
0.56173456,0.17550814,0.5633518,0.0,,0.0
0.6550311,0.69995785,0.2041223,0.0,,0.0
0.6360787,0.46901286,0.6457913,0.0,,0.0
0.72188675,0.3597264,0.37907803,0.0,,0.0
0.4915869,0.836463,0.470646,2.0,,56.25
0.7305258,0.35641372,0.3967672,0.0,,0.0
0.67633456,0.2246246,0.8000322,0.0,,0.0
0.4087134,0.2501005,0.7987084,0.0,,0.0
0.6002241,0.74863213,0.2463405,0.0,,0.0
0.7116738,0.35071957,0.33780354,0.0,,0.0
0.67005223,0.41204572,0.015034941,0.0,,0.0
0.8117931,0.7838888,0.629161,0.0,,0.0
0.6308559,0.73264444,0.19716136,0.0,,0.0
0.4775142,0.356165,0.8449811,0.0,,0.0
0.38649672,0.7218116,0.6172166,6.0,,81.25
0.21791993,0.7580161,0.40733126,0.0,,0.0
0.6245387,0.46673802,0.64746934,0.0,,0.0
0.5869241,0.20887981,0.5013347,0.0,,0.0
0.8188305,0.7449448,0.62838644,0.0,,0.0
0.5891648,0.72388226,0.21665205,0.0,,0.0
0.6279536,0.708377,0.20807716,0.0,,0.0
0.46528804,0.37254268,0.8520631,0.0,,0.0
0.73250127,0.35521784,0.39497203,0.0,,0.0
0.46392038,0.6778362,0.54463047,1.0,,50.0
0.59678185,0.35594386,0.052939113,0.0,,0.0
0.834852,0.057465974,0.23753625,0.0,,0.0
0.6329793,0.7104946,0.20661594,0.0,,0.0
0.54168546,0.17797247,0.6312846,0.0,,0.0
0.67278665,0.41893923,0.011728821,0.0,,0.0
0.6279777,0.59160507,0.8703684,0.0,,0.0
0.6567496,0.4723003,0.6390189,0.0,,0.0
0.72472656,0.35057,0.3654578,0.0,,0.0
0.8657248,0.45276332,0.78621614,0.0,,0.0
0.5799176,0.35633737,0.06394232,0.0,,0.0
0.65013963,0.7411713,0.21384731,0.0,,0.0
0.07984758,0.43077257,0.34603694,0.0,,0.0
0.074912295,0.43081087,0.33700716,0.0,,0.0
0.8502116,0.28955862,0.337055,0.0,,0.0
0.4610262,0.3743548,0.89658964,0.0,,0.0
0.8220956,0.7516322,0.6236012,0.0,,0.0
0.7914053,0.79383665,0.6304848,0.0,,0.0
0.7141418,0.35457945,0.36915934,0.0,,0.0
0.6258711,0.7446623,0.25236753,0.0,,0.0
0.46649453,0.67221147,0.5155438,0.0,,0.0
0.6954002,0.3638839,0.35085407,0.0,,0.0
0.7965954,0.3248129,0.44817248,0.0,,0.0
0.78802776,0.33446014,0.42368796,0.0,,0.0
0.7715165,0.76580644,0.6435545,0.0,,0.0
0.6903951,0.3688152,0.34862038,0.0,,0.0
0.8620033,0.4490089,0.78254706,0.0,,0.0
0.86482316,0.45176154,0.78521615,0.0,,0.0
0.6171563,0.70550555,0.22647546,0.0,,0.0
0.8223032,0.7681305,0.61877483,0.0,,0.0
0.43009314,0.35362095,0.5383396,0.0,,0.0
0.7798054,0.3290872,0.42098868,0.0,,0.0
0.75589293,0.34286544,0.3909779,0.0,,0.0
0.8185774,0.74394846,0.62907016,0.0,,0.0
0.57571036,0.73677194,0.22406326,0.0,,0.0
0.8086091,0.79358214,0.63061225,0.0,,0.0
0.5580933,0.13206083,0.484297,0.0,,0.0
0.78095764,0.3310238,0.44897866,0.0,,0.0
0.78316486,0.81217414,0.62974143,0.0,,0.0
0.8520622,0.25096902,0.3917349,0.0,,0.0
0.7559892,0.34025413,0.4237023,0.0,,0.0
0.8163365,0.7477487,0.6304657,0.0,,0.0
0.6695228,0.4227561,0.025265701,0.0,,0.0
0.6268266,0.5899084,0.8687993,0.0,,0.0
0.492962,0.36331165,0.8574866,0.0,,0.0
0.70940286,0.3532189,0.33128783,0.0,,0.0
0.76914203,0.34339562,0.4389071,0.0,,0.0
0.5401161,0.1731417,0.63222784,0.0,,0.0
0.4553332,0.6766302,0.54547817,1.0,,50.0
0.6801778,0.47181624,0.6523023,0.0,,0.0
0.82094043,0.7705051,0.6285468,0.0,,0.0
0.25002587,0.73480576,0.3857661,0.0,,0.0
0.6383107,0.74665457,0.25010863,0.0,,0.0
0.40439382,0.683549,0.59253824,0.0,,0.0
0.16414942,0.18607397,0.4391367,0.0,,0.0
0.6352068,0.724239,0.19632973,0.0,,0.0
0.6286639,0.71921825,0.19921286,0.0,,0.0
0.7599017,0.7669908,0.646892,0.0,,0.0
0.62341046,0.72582126,0.23612878,0.0,,0.0
0.42676416,0.35657835,0.53374463,0.0,,0.0
0.4659676,0.36882094,0.9038537,0.0,,0.0
0.5515314,0.156127,0.5950237,0.0,,0.0
0.58988273,0.72565866,0.21984813,0.0,,0.0
0.588366,0.7278135,0.21503839,0.0,,0.0
0.63006705,0.72714156,0.20632422,0.0,,0.0
0.581509,0.73062456,0.25206873,0.0,,0.0
0.6249173,0.46396852,0.6254404,0.0,,0.0
0.73426014,0.35134596,0.35836184,0.0,,0.0
0.58513314,0.7477392,0.24725606,0.0,,0.0
0.8174562,0.7440096,0.6296575,0.0,,0.0
0.843595,0.29641777,0.3570061,0.0,,0.0
0.36468813,0.5176828,0.8787693,0.0,,0.0
0.5403801,0.17173542,0.6321973,0.0,,0.0
0.4852173,0.36868557,0.86392313,0.0,,0.0
0.8090137,0.7846762,0.6246667,0.0,,0.0
0.7939894,0.0635545,0.21902949,0.0,,0.0
0.36869565,0.5223668,0.87413955,0.0,,0.0
0.8720468,0.45928115,0.7922863,0.0,,0.0
0.7628748,0.3398043,0.4064269,0.0,,0.0
0.66873896,0.2323044,0.8421074,0.0,,0.0
0.788865,0.076711126,0.2415813,0.0,,0.0
0.4171972,0.32907173,0.53145134,0.0,,0.0
0.7070419,0.35529914,0.32933116,0.0,,0.0
0.83440423,0.30008033,0.36419478,0.0,,0.0
0.8101975,0.79371744,0.62848467,0.0,,0.0
0.18663429,0.5171352,0.5069229,0.0,,0.0
0.40790668,0.25301093,0.8005458,0.0,,0.0
0.59074926,0.72837704,0.2315477,0.0,,0.0
0.83782905,0.29859975,0.3592292,0.0,,0.0
0.8402886,0.26875854,0.38720152,0.0,,0.0
0.80835205,0.07012256,0.24334174,0.0,,0.0
0.7434719,0.34916785,0.4006999,0.0,,0.0
0.7975381,0.07755546,0.24042419,0.0,,0.0
0.7203552,0.36253813,0.36686563,0.0,,0.0
0.810405,0.06616098,0.24465491,0.0,,0.0
0.6139994,0.7396,0.23799509,0.0,,0.0
0.5719699,0.7282608,0.23139632,0.0,,0.0
0.80495685,0.7975371,0.6347038,0.0,,0.0
0.6664809,0.19266482,0.8247735,0.0,,0.0
0.3637643,0.5169523,0.879498,0.0,,0.0
0.8064156,0.7909711,0.623908,0.0,,0.0
0.5822365,0.19568788,0.5210111,0.0,,0.0
0.08880819,0.43402326,0.36615714,0.0,,0.0
0.55725884,0.1780787,0.55292827,0.0,,0.0
0.6841074,0.36767218,0.3454554,0.0,,0.0
0.8042243,0.066638686,0.244031,0.0,,0.0
0.6667984,0.19823676,0.8226547,0.0,,0.0
0.77583534,0.7676359,0.6400857,0.0,,0.0
0.5854597,0.19966756,0.52190447,0.0,,0.0
0.62839735,0.4684043,0.61977446,0.0,,0.0
0.6667475,0.40914854,0.0,0.0,,0.0
0.37548006,0.5302281,0.86647946,0.0,,0.0
0.5509869,0.15290864,0.59890664,0.0,,0.0
0.56443816,0.15807569,0.48039055,0.0,,0.0
0.6413731,0.69280714,0.22177301,0.0,,0.0
0.46031803,0.37473467,0.8978344,0.0,,0.0
0.42097205,0.32538965,0.52716,0.0,,0.0
0.7774671,0.33079103,0.44864094,0.0,,0.0
0.57288677,0.1593851,0.47723985,0.0,,0.0
0.767011,0.3392391,0.43989617,0.0,,0.0
0.77542245,0.32280856,0.44186136,0.0,,0.0
0.8316311,0.054861367,0.22377525,0.0,,0.0
0.6339978,0.5946215,0.8728843,0.0,,0.0
0.8029229,0.3217765,0.4099601,0.0,,0.0
0.7939577,0.329699,0.42944172,0.0,,0.0
0.8017912,0.32073727,0.45414808,0.0,,0.0
0.6377285,0.71831137,0.2247019,0.0,,0.0
0.6456312,0.743774,0.2229698,0.0,,0.0
0.74233675,0.760805,0.6514883,0.0,,0.0
0.60077995,0.74950683,0.24643022,0.0,,0.0
0.42998517,0.67345595,0.5688749,0.0,,0.0
0.54102886,0.17158827,0.6364904,0.0,,0.0
0.799675,0.32076627,0.45725495,0.0,,0.0
0.74880356,0.3480909,0.40312046,0.0,,0.0
0.60082674,0.7281673,0.23156637,0.0,,0.0
0.5480374,0.16145651,0.60469365,0.0,,0.0
0.42773423,0.35347936,0.53669024,0.0,,0.0
0.43069184,0.34902364,0.53918964,0.0,,0.0
0.46536848,0.3716207,0.85078305,0.0,,0.0
0.79259837,0.3261847,0.4538323,0.0,,0.0
0.8590386,0.2829825,0.32062238,0.0,,0.0
0.6260544,0.4574703,0.6338152,0.0,,0.0
0.6435464,0.47500682,0.61780405,0.0,,0.0
0.7406357,0.7600697,0.6524923,0.0,,0.0
0.46160325,0.37318987,0.8992547,0.0,,0.0
0.56144464,0.14301896,0.49043718,0.0,,0.0
0.6122005,0.74327207,0.2468676,0.0,,0.0
0.39782116,0.323693,0.5199185,0.0,,0.0
0.7808626,0.06469582,0.22852385,0.0,,0.0
0.6683161,0.23072411,0.83862865,0.0,,0.0
0.49119705,0.8368781,0.4710431,1.0,,50.0
0.4008803,0.6894452,0.59831214,0.0,,0.0
0.77551633,0.8021778,0.6314792,0.0,,0.0
0.7056813,0.3548409,0.3451371,0.0,,0.0
0.8036932,0.7921154,0.64567006,0.0,,0.0
0.6634595,0.38101742,0.02862062,0.0,,0.0
0.3970648,0.5549833,0.84457415,0.0,,0.0
0.55390376,0.16481514,0.5982665,0.0,,0.0
0.3770044,0.5318885,0.8649165,0.0,,0.0
0.6279357,0.7553768,0.22009183,0.0,,0.0
0.62151355,0.7101914,0.23098828,0.0,,0.0
0.42648277,0.34148225,0.5453512,0.0,,0.0
0.5801961,0.7218292,0.23666064,0.0,,0.0
0.54300106,0.16114044,0.6348992,0.0,,0.0
0.58299506,0.19619226,0.50164074,0.0,,0.0
0.63501596,0.6995275,0.21589375,0.0,,0.0
0.6180652,0.7575245,0.23201615,0.0,,0.0
0.5606403,0.1321392,0.47394532,0.0,,0.0
0.80476564,0.31754473,0.45023823,0.0,,0.0
0.18366598,0.51676303,0.5099539,0.0,,0.0
0.71801466,0.3611619,0.38200128,0.0,,0.0
0.74042165,0.34196475,0.35426974,0.0,,0.0
0.57094395,0.16354823,0.4818662,0.0,,0.0
0.82230186,0.7494439,0.6241848,0.0,,0.0
0.7844196,0.7997866,0.6196732,0.0,,0.0
0.6052538,0.7237466,0.21178254,0.0,,0.0
0.56718385,0.14033738,0.469751,0.0,,0.0
0.5614126,0.13698183,0.47280225,0.0,,0.0
0.7709524,0.0705825,0.23245257,0.0,,0.0
0.5812905,0.7328707,0.24604341,0.0,,0.0
0.40484297,0.5649746,0.8363543,0.0,,0.0
0.5411409,0.17110881,0.6356777,0.0,,0.0
0.39076164,0.7107616,0.6102827,6.0,,81.25
0.48836592,0.36556718,0.8601028,0.0,,0.0
0.5645647,0.15150902,0.4928177,0.0,,0.0
0.56659013,0.18544391,0.50979257,0.0,,0.0
0.6434307,0.7022217,0.20039417,0.0,,0.0
0.80333614,0.3225485,0.42610288,0.0,,0.0
0.6703912,0.46581668,0.6467777,0.0,,0.0
0.62270963,0.45396742,0.63720965,0.0,,0.0
0.4713385,0.37036058,0.8606615,0.0,,0.0
0.59889823,0.7434879,0.20489275,0.0,,0.0
0.5785482,0.1866406,0.48530838,0.0,,0.0
0.6732225,0.42000335,0.013373527,0.0,,0.0
0.6048057,0.7204515,0.21269827,0.0,,0.0
0.39367267,0.7039947,0.60708886,0.0,,0.0
0.4302611,0.35240138,0.5392538,0.0,,0.0
0.56190157,0.14800058,0.49698812,0.0,,0.0
0.5488362,0.15340883,0.5994646,0.0,,0.0
0.4116194,0.3279743,0.54534364,0.0,,0.0
0.7978263,0.32539445,0.43537447,0.0,,0.0
0.16769949,0.18962787,0.44269276,0.0,,0.0
0.46510842,0.67446095,0.5524862,1.0,,50.0
0.803006,0.8007671,0.633167,0.0,,0.0
0.857454,0.28219327,0.3224511,0.0,,0.0
0.7530602,0.34498546,0.40311083,0.0,,0.0
0.42967722,0.34795436,0.54063565,0.0,,0.0
0.6613334,0.7008776,0.20384467,0.0,,0.0
0.40252963,0.330988,0.52212626,0.0,,0.0
0.7906113,0.8124872,0.64133495,0.0,,0.0
0.77785295,0.3221083,0.4483902,0.0,,0.0
0.78413147,0.8133924,0.6285609,0.0,,0.0
0.4090837,0.24825685,0.7974552,0.0,,0.0
0.6330348,0.7104909,0.19683778,0.0,,0.0
0.41432428,0.34482896,0.5296921,0.0,,0.0
0.5410541,0.16535321,0.63196087,0.0,,0.0
0.68195516,0.47264346,0.64440024,0.0,,0.0
0.79164976,0.05616206,0.22557849,0.0,,0.0
0.57642937,0.73062754,0.24491127,0.0,,0.0
0.4348225,0.67836654,0.5649647,5.0,,75.0
0.41501954,0.3458264,0.5288136,0.0,,0.0
0.08038572,0.43091598,0.34701535,0.0,,0.0
0.54039335,0.16267963,0.63031673,0.0,,0.0
0.728823,0.34886417,0.38462046,0.0,,0.0
0.6256287,0.74565566,0.2112211,0.0,,0.0
0.37406033,0.52862966,0.8680062,0.0,,0.0
0.8336913,0.059194077,0.23614861,0.0,,0.0
0.6376238,0.5964776,0.87456924,0.0,,0.0
0.8163974,0.7768418,0.62374824,0.0,,0.0
0.7423434,0.3504259,0.4026602,0.0,,0.0
0.7212171,0.36151946,0.37154868,0.0,,0.0
0.5710118,0.7270267,0.23229192,0.0,,0.0
0.80421203,0.3209522,0.4093758,0.0,,0.0
0.7223767,0.3572183,0.38062546,0.0,,0.0
0.7889418,0.7960319,0.63142836,0.0,,0.0
0.79451585,0.8114486,0.6335367,0.0,,0.0
0.8604245,0.44726038,0.78083247,0.0,,0.0
0.7407822,0.3540914,0.3840447,0.0,,0.0
0.6537305,0.7326071,0.2264705,0.0,,0.0
0.5658239,0.15709893,0.50571686,0.0,,0.0
0.63731694,0.69284415,0.22123581,0.0,,0.0
0.7944604,0.076464064,0.23811588,0.0,,0.0
0.81182164,0.051963627,0.22497788,0.0,,0.0
0.81958044,0.75741607,0.6301381,0.0,,0.0
0.38807485,0.7199651,0.6164668,6.0,,81.25
0.85256577,0.2502677,0.39202332,0.0,,0.0
0.7703752,0.34383157,0.4430186,0.0,,0.0
0.6493686,0.4147516,0.054966573,0.0,,0.0
0.5733361,0.7284424,0.24118134,0.0,,0.0
0.6381098,0.713544,0.21603487,0.0,,0.0
0.73251987,0.35677052,0.36726958,0.0,,0.0
0.5597705,0.14916338,0.4751295,0.0,,0.0
0.7058438,0.35738587,0.32893127,0.0,,0.0
0.7687245,0.33876032,0.442484,0.0,,0.0
0.6289979,0.74154353,0.192926,0.0,,0.0
0.37999448,0.72711134,0.6162047,6.0,,81.25
0.6649129,0.22574306,0.8091212,0.0,,0.0
0.38307285,0.7193919,0.61196506,0.0,,0.0
0.19396536,0.51907396,0.49946696,0.0,,0.0
0.4058146,0.56609327,0.8354424,0.0,,0.0
0.56528586,0.13817194,0.47788683,0.0,,0.0
0.57946306,0.34846675,0.06385533,0.0,,0.0
0.6105929,0.72609127,0.19912684,0.0,,0.0
0.6733098,0.47665024,0.6260216,0.0,,0.0
0.5829134,0.35697636,0.059940297,0.0,,0.0
0.5355854,0.2216626,0.63817066,0.0,,0.0
0.16595483,0.18788286,0.44094262,0.0,,0.0
0.63510525,0.47420684,0.6169777,0.0,,0.0
0.7801834,0.3118771,0.4323212,0.0,,0.0
0.7914809,0.33086908,0.4243928,0.0,,0.0
0.49118268,0.3624728,0.85648763,0.0,,0.0
0.63127047,0.7488144,0.21253707,0.0,,0.0
0.79306734,0.072878264,0.23494504,0.0,,0.0
0.6209022,0.7480133,0.19423169,0.0,,0.0
0.7718306,0.33639923,0.41312152,0.0,,0.0
0.5870095,0.21612677,0.5234183,0.0,,0.0
0.8277915,0.050307043,0.21417801,0.0,,0.0
0.56395113,0.15797444,0.4789594,0.0,,0.0
0.41797566,0.33394253,0.528916,0.0,,0.0
0.8053488,0.77877176,0.6134405,0.0,,0.0
0.79989797,0.79801804,0.6482769,0.0,,0.0
0.414383,0.32722035,0.5356172,0.0,,0.0
0.65680474,0.46460733,0.6493592,0.0,,0.0
0.77114546,0.76662165,0.64262563,0.0,,0.0
0.55993915,0.13999806,0.4930084,0.0,,0.0
0.55665493,0.13191384,0.4807714,0.0,,0.0
0.7483873,0.34757254,0.37613842,0.0,,0.0
0.6572031,0.70807874,0.20886563,0.0,,0.0
0.66672266,0.1923717,0.82468873,0.0,,0.0
0.633476,0.5953675,0.87360996,0.0,,0.0
0.46560407,0.6754359,0.5520037,1.0,,50.0
0.70537823,0.35714355,0.3298251,0.0,,0.0
0.83974683,0.2693582,0.38715276,0.0,,0.0
0.67695487,0.22517726,0.7998877,0.0,,0.0
0.6625775,0.22551739,0.81445426,0.0,,0.0
0.655101,0.47538814,0.61960495,0.0,,0.0
0.67426705,0.21873924,0.810283,0.0,,0.0
0.5597328,0.18002418,0.5523934,0.0,,0.0
0.6452436,0.6006762,0.8784954,0.0,,0.0
0.78438586,0.7821453,0.62520075,0.0,,0.0
0.5489981,0.1489859,0.62296134,0.0,,0.0
0.37539375,0.7284065,0.61475796,5.0,,75.0
0.399326,0.32598555,0.5204958,0.0,,0.0
0.55940336,0.17140414,0.56848055,0.0,,0.0
0.6654105,0.19487716,0.82304823,0.0,,0.0
0.6481467,0.7151614,0.22011536,0.0,,0.0
0.81398803,0.06574099,0.23848803,0.0,,0.0
0.72713506,0.35178456,0.36832836,0.0,,0.0
0.5675319,0.14786328,0.49647003,0.0,,0.0
0.864713,0.28321922,0.31337613,0.0,,0.0
0.66868234,0.22477756,0.8069591,0.0,,0.0
0.7063469,0.7461601,0.6640643,0.0,,0.0
0.802268,0.061540864,0.21898076,0.0,,0.0
0.4776254,0.35644802,0.84532446,0.0,,0.0
0.71227634,0.35497904,0.33347365,0.0,,0.0
0.78737104,0.0744803,0.2474723,0.0,,0.0
0.41027015,0.5711869,0.83102626,0.0,,0.0
0.3809362,0.72694844,0.61818796,6.0,,81.25
0.5494602,0.14967431,0.6203716,0.0,,0.0
0.7842727,0.810694,0.6297661,0.0,,0.0
0.60602725,0.7576983,0.21310033,0.0,,0.0
0.40174168,0.32830867,0.5221451,0.0,,0.0
0.7993698,0.3211134,0.45745462,0.0,,0.0
0.6261307,0.4582016,0.63886,0.0,,0.0
0.45948216,0.67635036,0.5383373,1.0,,50.0
0.16534327,0.18726854,0.44032872,0.0,,0.0
0.62891537,0.70097476,0.22773358,0.0,,0.0
0.43077707,0.3449119,0.5432299,0.0,,0.0
0.8003624,0.7812281,0.62199765,0.0,,0.0
0.6003105,0.7153913,0.22554071,0.0,,0.0
0.65128183,0.73091024,0.20148717,0.0,,0.0
0.6637473,0.4776132,0.6102079,0.0,,0.0
0.47186768,0.6805261,0.56004834,5.0,,75.0
0.7902547,0.80596393,0.645856,0.0,,0.0
0.6282503,0.6972047,0.22054686,0.0,,0.0
0.6306564,0.3779656,0.03948165,0.0,,0.0
0.79856014,0.7893855,0.6222897,0.0,,0.0
0.8237097,0.051181983,0.20846991,0.0,,0.0
0.38241217,0.7274761,0.6199496,0.0,,0.0
0.62368524,0.7553442,0.22863482,0.0,,0.0
0.65009665,0.73140395,0.20962575,0.0,,0.0
0.70636886,0.74622774,0.66399395,0.0,,0.0
0.5437975,0.15983783,0.63724756,0.0,,0.0
0.6338192,0.4669946,0.64872986,0.0,,0.0
0.7811354,0.8186358,0.6389157,0.0,,0.0
0.5616032,0.1665184,0.4971102,0.0,,0.0
0.5448967,0.17625968,0.6235846,0.0,,0.0
0.19109704,0.5184761,0.50241727,0.0,,0.0
0.61989784,0.7297285,0.21184637,0.0,,0.0
0.37605965,0.5287171,0.86793697,0.0,,0.0
0.67768556,0.22251053,0.8021068,0.0,,0.0
0.6450498,0.4746981,0.62428814,0.0,,0.0
0.77015775,0.3350031,0.44539312,0.0,,0.0
0.5543659,0.6331822,0.99956554,0.0,,0.0
0.40827352,0.24989022,0.79868513,0.0,,0.0
0.41584933,0.5772681,0.8258163,0.0,,0.0
0.6160473,0.7397747,0.2077553,0.0,,0.0
0.40359727,0.5633662,0.8376608,0.0,,0.0
0.46206456,0.6778397,0.53812283,0.0,,0.0
0.5717131,0.18832314,0.5125309,0.0,,0.0
0.8151817,0.068844385,0.24900264,0.0,,0.0
0.7345794,0.34574547,0.3590414,0.0,,0.0
0.40090066,0.6893225,0.5982784,0.0,,0.0
0.62981254,0.7469634,0.24640283,0.0,,0.0
0.742556,0.3519798,0.37497523,0.0,,0.0
0.8334532,0.30069992,0.3642082,0.0,,0.0
0.7753379,0.075165816,0.23368442,0.0,,0.0
0.16531405,0.18724132,0.44030634,0.0,,0.0
0.4123962,0.57354313,0.82901347,0.0,,0.0
0.46374157,0.6754191,0.5476861,1.0,,50.0
0.66606426,0.4226567,0.028988352,0.0,,0.0
0.38907635,0.71197915,0.60995334,4.0,,68.75
0.5897971,0.35001704,0.0593682,0.0,,0.0
0.63032496,0.4696271,0.62049156,0.0,,0.0
0.62721556,0.46933636,0.62294674,0.0,,0.0
0.657814,0.41542277,0.018493801,0.0,,0.0
0.39447924,0.715059,0.61898494,0.0,,0.0
0.53911513,0.16713578,0.6344751,0.0,,0.0
0.8647244,0.28204778,0.31338745,0.0,,0.0
0.71589565,0.35864833,0.3748146,0.0,,0.0
0.485631,0.36890763,0.86435676,0.0,,0.0
0.54641974,0.15128118,0.6085462,0.0,,0.0
0.7197475,0.36256102,0.37273347,0.0,,0.0
0.6257837,0.4623481,0.6401798,0.0,,0.0
0.58544743,0.19897147,0.5211978,0.0,,0.0
0.63312066,0.7305654,0.23891951,0.0,,0.0
0.7085552,0.7471558,0.66327333,0.0,,0.0
0.641439,0.73603755,0.19567959,0.0,,0.0
0.8733467,0.46058002,0.7935502,0.0,,0.0
0.8477831,0.29352933,0.3569907,0.0,,0.0
0.80177855,0.78666395,0.6292874,0.0,,0.0
0.41040093,0.3283711,0.545262,0.0,,0.0
0.82352567,0.772166,0.62152755,0.0,,0.0
0.79065734,0.33238426,0.42560425,0.0,,0.0
0.5572629,0.13623537,0.47605023,0.0,,0.0
0.8461753,0.29228923,0.35862225,0.0,,0.0
0.09147345,0.43425995,0.374872,0.0,,0.0
0.39733785,0.5552789,0.84427863,0.0,,0.0
0.55159044,0.16344191,0.5980059,0.0,,0.0
0.8042153,0.060625117,0.23122425,0.0,,0.0
0.64999014,0.4652668,0.6470967,0.0,,0.0
0.6635768,0.467913,0.65170276,0.0,,0.0
0.38846442,0.7193137,0.6165964,5.0,,75.0
0.77780664,0.07596915,0.23499535,0.0,,0.0
0.25096527,0.73408693,0.3850886,0.0,,0.0
0.0977331,0.4366713,0.38685653,0.0,,0.0
0.789925,0.33436903,0.43231362,0.0,,0.0
0.5424372,0.17213632,0.62252915,0.0,,0.0
0.57304794,0.72860235,0.24202701,0.0,,0.0
0.63912,0.69575936,0.22276188,0.0,,0.0
0.19565736,0.51994115,0.49774686,0.0,,0.0
0.77156085,0.3387296,0.44470075,0.0,,0.0
0.6364561,0.7453716,0.1949686,0.0,,0.0
0.5732872,0.7395243,0.22931127,0.0,,0.0
0.8524554,0.25038972,0.3919438,0.0,,0.0
0.40978104,0.3422435,0.5253738,0.0,,0.0
0.7343333,0.75669175,0.655361,0.0,,0.0
0.6714399,0.4096766,0.016429849,0.0,,0.0
0.6260055,0.46801317,0.6497212,0.0,,0.0
0.59163517,0.21582161,0.51765376,0.0,,0.0
0.81446916,0.7591854,0.6344956,0.0,,0.0
0.3996616,0.691293,0.5999611,0.0,,0.0
0.8230044,0.7556103,0.6200249,0.0,,0.0
0.8213808,0.054332774,0.21355721,0.0,,0.0
0.4661739,0.6771668,0.54924506,1.0,,50.0
0.6559723,0.47575045,0.6400357,0.0,,0.0
0.41399857,0.32933086,0.54511315,0.0,,0.0
0.6086485,0.7249694,0.23553966,0.0,,0.0
0.7974844,0.32065803,0.45925882,0.0,,0.0
0.6195534,0.7424292,0.2497676,0.0,,0.0
0.73480046,0.75715643,0.6548833,0.0,,0.0
0.7334545,0.7562753,0.655706,0.0,,0.0
0.59391326,0.74566615,0.21023515,0.0,,0.0
0.8089224,0.06888072,0.23784676,0.0,,0.0
0.6816289,0.36775017,0.34708643,0.0,,0.0
0.810427,0.77897197,0.632318,0.0,,0.0
0.37747037,0.5316235,0.86512434,0.0,,0.0
0.7122175,0.35510108,0.3338412,0.0,,0.0
0.62862813,0.5913245,0.8702786,0.0,,0.0
0.6241998,0.58789086,0.8670655,0.0,,0.0
0.56596583,0.14657292,0.4969538,0.0,,0.0
0.6347378,0.72520065,0.20356865,0.0,,0.0
0.8744899,0.46168885,0.7946879,0.0,,0.0
