x,y,z,cluster,body,severity
0.18580523,0.5156811,0.507775,0.0,,0.0
0.471569,0.67008686,0.50816596,0.0,,0.0
0.421809,0.33500612,0.53081757,0.0,,0.0
0.86320126,0.2818827,0.31553486,0.0,,0.0
0.8673318,0.45428783,0.7876731,0.0,,0.0
0.7915107,0.809388,0.6304444,0.0,,0.0
0.6255356,0.69439745,0.21746303,0.0,,0.0
0.63519114,0.7450711,0.19230288,0.0,,0.0
0.78537536,0.33978355,0.43726143,0.0,,0.0
0.58921707,0.3527561,0.0554066,0.0,,0.0
0.8111746,0.776136,0.6170242,0.0,,0.0
0.63531625,0.74547464,0.1955326,0.0,,0.0
0.40873656,0.569572,0.83255,0.0,,0.0
0.8345236,0.055303335,0.23653387,0.0,,0.0
0.78008765,0.78015536,0.63067895,0.0,,0.0
0.79280096,0.07030275,0.23850368,0.0,,0.0
0.78179556,0.811644,0.6302708,0.0,,0.0
0.56241196,0.15265568,0.4731695,0.0,,0.0
0.38690168,0.5425267,0.8554057,0.0,,0.0
0.557617,0.13147704,0.4853406,0.0,,0.0
0.59049165,0.7380623,0.23526959,0.0,,0.0
0.41051772,0.571396,0.8307921,0.0,,0.0
0.5872897,0.3504806,0.051874638,0.0,,0.0
0.5875368,0.20496053,0.52043504,0.0,,0.0
0.71165127,0.3622887,0.37534502,0.0,,0.0
0.5942161,0.7506219,0.20785056,0.0,,0.0
0.78624284,0.8135197,0.6412346,0.0,,0.0
0.8243992,0.050966755,0.20609824,0.0,,0.0
0.6389144,0.73746455,0.1981351,0.0,,0.0
0.7475748,0.34495515,0.40648097,0.0,,0.0
0.6226182,0.45781353,0.63213474,0.0,,0.0
0.73199356,0.35095364,0.36271465,0.0,,0.0
0.71215075,0.3572501,0.33452514,0.0,,0.0
0.788065,0.0743955,0.24630843,0.0,,0.0
0.6348036,0.5953156,0.8736743,0.0,,0.0
0.7831666,0.7686156,0.6393651,0.0,,0.0
0.64590317,0.40795547,0.052621048,0.0,,0.0
0.66174144,0.47640857,0.6078112,0.0,,0.0
0.56062406,0.15840176,0.49660248,0.0,,0.0
0.20190504,0.52419525,0.49142304,0.0,,0.0
0.20096081,0.5237761,0.49239,0.0,,0.0
0.83030766,0.05348577,0.22888282,0.0,,0.0
0.42086288,0.33643797,0.5457819,0.0,,0.0
0.42923504,0.3452929,0.5398338,0.0,,0.0
0.56195766,0.13004406,0.47487313,0.0,,0.0
0.8739555,0.46112564,0.79416126,0.0,,0.0
0.6483127,0.41358715,0.056455616,0.0,,0.0
0.8092795,0.7831416,0.6234373,0.0,,0.0
0.6405274,0.7208703,0.22217098,0.0,,0.0
0.804509,0.074933216,0.24146837,0.0,,0.0
0.63691616,0.3825718,0.040348113,0.0,,0.0
0.8548876,0.44121006,0.774886,0.0,,0.0
0.5518729,0.1542306,0.6154759,0.0,,0.0
0.5837077,0.7315025,0.21634862,0.0,,0.0
0.77068484,0.066277914,0.2318062,0.0,,0.0
0.7773575,0.8120714,0.63606614,0.0,,0.0
0.71299464,0.36008108,0.3768611,0.0,,0.0
0.7913097,0.05811981,0.23362249,0.0,,0.0
0.74771595,0.34714055,0.40689602,0.0,,0.0
0.8209098,0.74609786,0.6264075,0.0,,0.0
0.19451785,0.5189557,0.49888968,0.0,,0.0
0.76652616,0.33826226,0.40828645,0.0,,0.0
0.60156655,0.74606866,0.21217346,0.0,,0.0
0.8682724,0.45525935,0.78860384,0.0,,0.0
0.79902166,0.06016633,0.216181,0.0,,0.0
0.6171155,0.75885713,0.2190798,0.0,,0.0
0.66493344,0.7078307,0.21136113,0.0,,0.0
0.8256225,0.05053232,0.20890272,0.0,,0.0
0.6235391,0.7514871,0.2022207,0.0,,0.0
0.604667,0.7185996,0.21866056,0.0,,0.0
0.5755112,0.18088585,0.4839426,0.0,,0.0
0.46208963,0.6744248,0.52617776,0.0,,0.0
0.79679096,0.7795004,0.61236894,0.0,,0.0
0.7728874,0.32787457,0.42869034,0.0,,0.0
0.38833588,0.7150886,0.6125263,6.0,,81.25
0.6485224,0.4134928,0.054791342,0.0,,0.0
0.5465327,0.17425318,0.6322743,0.0,,0.0
0.6618059,0.41575813,0.016264444,0.0,,0.0
0.66618544,0.19471717,0.82360226,0.0,,0.0
0.6436509,0.47368628,0.6253122,0.0,,0.0
0.40493694,0.33685845,0.52279353,0.0,,0.0
0.70645255,0.7462657,0.6639612,0.0,,0.0
0.648355,0.47118932,0.646914,0.0,,0.0
0.6461286,0.6014374,0.8792683,0.0,,0.0
0.075869285,0.43051088,0.33869913,0.0,,0.0
0.46477482,0.37197736,0.85066795,0.0,,0.0
0.3960427,0.71555495,0.6216942,0.0,,0.0
0.38857013,0.54452646,0.8536925,0.0,,0.0
0.77065814,0.76598465,0.64322865,0.0,,0.0
0.4272979,0.6721744,0.57126385,5.0,,75.0
0.81023407,0.7765063,0.6161967,0.0,,0.0
0.61611646,0.7586035,0.23388188,0.0,,0.0
0.55381113,0.63262916,0.99901307,0.0,,0.0
0.63480383,0.70425785,0.22062497,0.0,,0.0
0.76471436,0.7668758,0.64535004,0.0,,0.0
0.5966767,0.7413141,0.20198298,0.0,,0.0
0.7029668,0.3625927,0.34582692,0.0,,0.0
0.82353866,0.047615692,0.21305887,0.0,,0.0
0.21631953,0.7595642,0.40887403,0.0,,0.0
0.42625082,0.32287145,0.54313767,0.0,,0.0
0.75690895,0.33850572,0.40028846,0.0,,0.0
0.78855336,0.057671428,0.23172055,0.0,,0.0
0.6346511,0.46300584,0.64144814,0.0,,0.0
0.6528953,0.72667533,0.23098591,0.0,,0.0
0.364675,0.51760185,0.8788803,0.0,,0.0
0.5821468,0.19789812,0.49434936,0.0,,0.0
0.7828634,0.3328918,0.44786873,0.0,,0.0
0.7427092,0.35163602,0.37194264,0.0,,0.0
0.7847189,0.81184715,0.6261461,0.0,,0.0
0.6443476,0.47484133,0.6169935,0.0,,0.0
0.6700871,0.2226826,0.8077764,0.0,,0.0
0.6688825,0.6951342,0.20649275,0.0,,0.0
0.5466127,0.17283282,0.6300853,0.0,,0.0
0.59268767,0.21649428,0.5198307,0.0,,0.0
0.5975039,0.7557389,0.21339871,0.0,,0.0
0.57024986,0.16930535,0.4813548,0.0,,0.0
0.09825612,0.43665975,0.38750768,0.0,,0.0
0.77537286,0.33346975,0.41683906,0.0,,0.0
0.59334075,0.7375469,0.2523588,0.0,,0.0
0.61997277,0.7453274,0.23756838,0.0,,0.0
0.79920864,0.32409394,0.44254497,0.0,,0.0
0.74835443,0.34663624,0.37591216,0.0,,0.0
0.5607219,0.16863354,0.50142914,0.0,,0.0
0.8535265,0.43982133,0.7735113,0.0,,0.0
0.21783195,0.7581065,0.4074239,0.0,,0.0
0.81658244,0.7585618,0.6206354,0.0,,0.0
0.7946798,0.0730025,0.24819678,0.0,,0.0
0.6339861,0.7375181,0.23014705,0.0,,0.0
0.6123786,0.70622706,0.22887433,0.0,,0.0
0.8104812,0.31654072,0.41151428,0.0,,0.0
0.41640165,0.5778644,0.8252982,0.0,,0.0
0.42514056,0.34555006,0.5274342,0.0,,0.0
0.588219,0.20474166,0.50174844,0.0,,0.0
0.4910901,0.8371015,0.47117627,1.0,,50.0
0.5610258,0.15046354,0.47413617,0.0,,0.0
0.2013223,0.52377194,0.49200934,0.0,,0.0
0.5354779,0.22111666,0.6384057,0.0,,0.0
0.80200976,0.061367817,0.22023478,0.0,,0.0
0.655328,0.7051389,0.19943322,0.0,,0.0
0.6068642,0.7368206,0.24400598,0.0,,0.0
0.6811766,0.47144488,0.6440712,0.0,,0.0
0.4295049,0.34641802,0.54064506,0.0,,0.0
0.81251955,0.7786685,0.61938417,0.0,,0.0
0.66053545,0.7036512,0.19989346,0.0,,0.0
0.8638217,0.28420597,0.31438375,0.0,,0.0
0.80303735,0.80173475,0.6301152,0.0,,0.0
0.6140386,0.7080355,0.23360233,0.0,,0.0
0.6496552,0.4763184,0.6299317,0.0,,0.0
0.54358923,0.17510252,0.6322664,0.0,,0.0
0.70899016,0.35031247,0.33858603,0.0,,0.0
0.41104278,0.5720479,0.83028996,0.0,,0.0
0.63880134,0.71969235,0.20399353,0.0,,0.0
0.08679655,0.43272287,0.36360666,0.0,,0.0
0.092758134,0.43483803,0.377526,0.0,,0.0
0.8258772,0.051095743,0.21342033,0.0,,0.0
0.62231,0.74292445,0.2038348,0.0,,0.0
0.83291256,0.057847634,0.23632568,0.0,,0.0
0.80652034,0.78493917,0.62982136,0.0,,0.0
0.73855966,0.35282382,0.36356518,0.0,,0.0
0.7817409,0.07490697,0.23822773,0.0,,0.0
0.7461346,0.3488056,0.40200695,0.0,,0.0
0.6098925,0.716814,0.23148781,0.0,,0.0
0.7424257,0.34585446,0.3680977,0.0,,0.0
0.39549175,0.71502066,0.620956,0.0,,0.0
0.82132363,0.7524854,0.6221822,0.0,,0.0
0.82035995,0.7548902,0.621433,0.0,,0.0
0.83924,0.28080547,0.37740335,0.0,,0.0
0.8024257,0.049530488,0.215666,0.0,,0.0
0.43149123,0.3471972,0.5431503,0.0,,0.0
0.63737667,0.5964395,0.87452465,0.0,,0.0
0.73879874,0.7597704,0.6525538,0.0,,0.0
0.7674591,0.34439668,0.43595362,0.0,,0.0
0.77551746,0.06358466,0.22712578,0.0,,0.0
0.43941015,0.67800623,0.56038433,4.0,,68.75
0.80688846,0.05192206,0.22183852,0.0,,0.0
0.4597242,0.3754458,0.89709723,0.0,,0.0
0.6178008,0.7466293,0.25610632,0.0,,0.0
0.8394401,0.27241766,0.38443097,0.0,,0.0
0.37731865,0.7253374,0.6131996,5.0,,75.0
0.64996856,0.7415003,0.21691377,0.0,,0.0
0.85520494,0.44161838,0.7752866,0.0,,0.0
0.6121764,0.74608254,0.24830662,0.0,,0.0
0.5385902,0.21225785,0.6353908,0.0,,0.0
0.6212755,0.7294116,0.22837496,0.0,,0.0
0.75785506,0.34014812,0.40466756,0.0,,0.0
0.79088145,0.074412234,0.24787818,0.0,,0.0
0.15744604,0.17936921,0.43240154,0.0,,0.0
0.45179236,0.6068549,0.51314926,0.0,,0.0
0.56277543,0.14936787,0.4720325,0.0,,0.0
0.7720739,0.07069887,0.2322324,0.0,,0.0
0.71415347,0.36010998,0.35949436,0.0,,0.0
0.6515243,0.38127363,0.04377054,0.0,,0.0
0.6238255,0.58759695,0.8668295,0.0,,0.0
0.5987304,0.7568329,0.21489774,0.0,,0.0
0.6242217,0.4680719,0.64911926,0.0,,0.0
0.63623255,0.59608144,0.87429965,0.0,,0.0
0.43093485,0.3560405,0.53717595,0.0,,0.0
0.6696572,0.47606835,0.62693065,0.0,,0.0
0.6666604,0.38422877,0.02473948,0.0,,0.0
0.417699,0.32654575,0.52904457,0.0,,0.0
0.83702254,0.052464373,0.23094904,0.0,,0.0
0.7943786,0.78095573,0.6160239,0.0,,0.0
0.46528745,0.67519677,0.5518005,1.0,,50.0
0.81299907,0.7549225,0.6298007,0.0,,0.0
0.3782611,0.531943,0.8648596,0.0,,0.0
0.57699585,0.7311779,0.24212953,0.0,,0.0
0.7214577,0.34564662,0.3495532,0.0,,0.0
0.836629,0.053851657,0.23330271,0.0,,0.0
0.49117613,0.83690643,0.47106445,3.0,,62.5
0.55153376,0.15294512,0.61034,0.0,,0.0
0.25067556,0.73439586,0.38539508,0.0,,0.0
0.6418529,0.3845726,0.041554134,0.0,,0.0
0.7064724,0.36367774,0.37233233,0.0,,0.0
0.81070334,0.054598253,0.21136913,0.0,,0.0
0.08085759,0.43160456,0.347913,0.0,,0.0
0.08257004,0.43196487,0.35041884,0.0,,0.0
0.8525519,0.2502748,0.3919983,0.0,,0.0
0.7775607,0.8115634,0.63624924,0.0,,0.0
0.6194061,0.72059846,0.24558507,0.0,,0.0
0.79805624,0.06773323,0.23474158,0.0,,0.0
0.77469903,0.06266325,0.22759776,0.0,,0.0
0.5774476,0.35376224,0.0659334,0.0,,0.0
0.54766536,0.16255215,0.6270951,0.0,,0.0
0.83329916,0.30099237,0.36450514,0.0,,0.0
0.7081462,0.35132658,0.34343562,0.0,,0.0
0.1679382,0.18986529,0.44292945,0.0,,0.0
0.78737605,0.33841977,0.4338148,0.0,,0.0
0.3652613,0.51828384,0.87817174,0.0,,0.0
0.45594302,0.6767157,0.54487485,1.0,,50.0
0.5775525,0.1857513,0.4986302,0.0,,0.0
0.3731891,0.52743965,0.86912805,0.0,,0.0
0.21667245,0.7592138,0.40852523,0.0,,0.0
0.85281,0.4391212,0.7728087,0.0,,0.0
0.8015169,0.77491754,0.6224963,0.0,,0.0
0.71134657,0.3490264,0.34094092,0.0,,0.0
0.80989873,0.049284052,0.21732427,0.0,,0.0
0.57991356,0.35733396,0.06410625,0.0,,0.0
0.46413046,0.3734311,0.8520251,0.0,,0.0
0.4049925,0.3207156,0.5276505,0.0,,0.0
0.6159191,0.7460038,0.25660303,0.0,,0.0
0.673468,0.41934705,0.013402742,0.0,,0.0
0.82675195,0.049554948,0.21335141,0.0,,0.0
0.71561354,0.36072168,0.36396486,0.0,,0.0
0.66022974,0.47620854,0.6068954,0.0,,0.0
0.83405554,0.05600523,0.23909287,0.0,,0.0
0.8553184,0.44168112,0.77534765,0.0,,0.0
0.7807936,0.33313748,0.4421322,0.0,,0.0
0.6273908,0.46424425,0.6279442,0.0,,0.0
0.658299,0.7048803,0.20077081,0.0,,0.0
0.6726261,0.46518904,0.64882016,0.0,,0.0
0.6468436,0.41077387,0.0547012,0.0,,0.0
0.6441314,0.47070292,0.62996644,0.0,,0.0
0.84604734,0.29047698,0.3600363,0.0,,0.0
0.6655429,0.22266814,0.81086946,0.0,,0.0
0.79134357,0.33039913,0.42717806,0.0,,0.0
0.54392624,0.16004854,0.637276,0.0,,0.0
0.5926836,0.7309913,0.21656634,0.0,,0.0
0.62857556,0.70446503,0.22771792,0.0,,0.0
0.3717769,0.5260524,0.8705338,0.0,,0.0
0.2516547,0.7333356,0.38432595,0.0,,0.0
0.61360765,0.7038903,0.21236515,0.0,,0.0
0.5815213,0.7299502,0.25273147,0.0,,0.0
0.54999197,0.1500061,0.613191,0.0,,0.0
0.18621217,0.5164041,0.5073852,0.0,,0.0
0.19694525,0.5206779,0.49644408,0.0,,0.0
0.7745065,0.07587025,0.2335027,0.0,,0.0
0.78949225,0.05859556,0.23122357,0.0,,0.0
0.5886681,0.21126692,0.51606053,0.0,,0.0
0.6103363,0.72550744,0.20115566,0.0,,0.0
0.5518421,0.15796766,0.5946216,0.0,,0.0
0.832608,0.3012575,0.36573446,0.0,,0.0
0.6003554,0.7393708,0.25311792,0.0,,0.0
0.60484535,0.7196749,0.21305124,0.0,,0.0
0.8348273,0.056817457,0.23547441,0.0,,0.0
0.55436796,0.6331856,0.9995683,0.0,,0.0
0.5851954,0.19929552,0.5018957,0.0,,0.0
0.6101885,0.74999136,0.24764578,0.0,,0.0
0.55083376,0.14927992,0.6182572,0.0,,0.0
0.8067772,0.7787468,0.61469793,0.0,,0.0
0.5764301,0.1824427,0.4841663,0.0,,0.0
0.71316695,0.3541211,0.33276358,0.0,,0.0
0.67290163,0.22817661,0.83816046,0.0,,0.0
0.5897069,0.3517429,0.057848707,0.0,,0.0
0.429223,0.35506004,0.5365097,0.0,,0.0
0.5438995,0.17613047,0.62685645,0.0,,0.0
0.66711813,0.19225162,0.82494783,0.0,,0.0
0.5504947,0.16324504,0.5990242,0.0,,0.0
0.6919677,0.36870864,0.34662634,0.0,,0.0
0.67363,0.4691652,0.6445551,0.0,,0.0
0.8079002,0.31948793,0.42663687,0.0,,0.0
0.56128746,0.13493107,0.4725757,0.0,,0.0
0.39673793,0.71377724,0.62081265,6.0,,81.25
0.58460647,0.34085426,0.059044354,0.0,,0.0
0.6210181,0.7538201,0.1985,0.0,,0.0
0.5705018,0.15760973,0.48024035,0.0,,0.0
0.47788525,0.35698974,0.8461498,0.0,,0.0
0.6246938,0.45621493,0.6360283,0.0,,0.0
0.62313503,0.722001,0.2174432,0.0,,0.0
0.66683877,0.42126048,0.02825459,0.0,,0.0
0.40032905,0.24795544,0.7937571,0.0,,0.0
0.68835723,0.36649293,0.34588748,0.0,,0.0
0.64047945,0.7414729,0.21957467,0.0,,0.0
0.7952629,0.7811863,0.6318952,0.0,,0.0
0.7954846,0.3297225,0.44598097,0.0,,0.0
0.6044494,0.75865895,0.22624196,0.0,,0.0
0.6520229,0.73332703,0.2128683,0.0,,0.0
0.4767045,0.3554218,0.8442925,0.0,,0.0
0.7019753,0.3539864,0.33768833,0.0,,0.0
0.4013049,0.3265739,0.523302,0.0,,0.0
0.6310885,0.37817392,0.039015584,0.0,,0.0
0.5616808,0.13192013,0.4732346,0.0,,0.0
0.715079,0.3485343,0.3396615,0.0,,0.0
0.8395824,0.2696586,0.38703403,0.0,,0.0
0.6370441,0.72036886,0.22492404,0.0,,0.0
0.5845323,0.7399988,0.24000028,0.0,,0.0
0.60764474,0.36417314,0.048578262,0.0,,0.0
0.6315332,0.47155076,0.62485766,0.0,,0.0
0.67166084,0.47567567,0.62442315,0.0,,0.0
0.8090391,0.31838092,0.43354294,0.0,,0.0
0.61439747,0.70774335,0.21021566,0.0,,0.0
0.66009986,0.70553184,0.20040666,0.0,,0.0
0.42180607,0.32440484,0.53962386,0.0,,0.0
0.6790799,0.47388425,0.6381468,0.0,,0.0
0.8128853,0.05092053,0.22253305,0.0,,0.0
0.48469526,0.35993314,0.8514276,0.0,,0.0
0.7989054,0.7870113,0.61820096,0.0,,0.0
0.8258165,0.04915445,0.21737227,0.0,,0.0
0.6504226,0.3804397,0.04225465,0.0,,0.0
0.8289301,0.057960816,0.2394056,0.0,,0.0
0.73885864,0.35572287,0.36542296,0.0,,0.0
0.8185205,0.7714502,0.631712,0.0,,0.0
0.62278205,0.45803243,0.6321114,0.0,,0.0
0.58414143,0.3408236,0.05885837,0.0,,0.0
0.7786726,0.3277469,0.42950577,0.0,,0.0
0.378458,0.5333828,0.86352533,0.0,,0.0
0.664072,0.38106728,0.027958238,0.0,,0.0
0.18958685,0.51755464,0.50395507,0.0,,0.0
0.7753466,0.07314545,0.23221514,0.0,,0.0
0.6339399,0.7460005,0.25249845,0.0,,0.0
0.5899693,0.35059306,0.057810586,0.0,,0.0
0.5751054,0.17873093,0.5105641,0.0,,0.0
0.80794275,0.7608786,0.6324858,0.0,,0.0
0.58663845,0.7224636,0.2461097,0.0,,0.0
0.8056394,0.0515389,0.2178,0.0,,0.0
0.65659094,0.7235633,0.2167673,0.0,,0.0
0.63482064,0.7278304,0.18972932,0.0,,0.0
0.57310003,0.7350969,0.21983713,0.0,,0.0
0.5742349,0.7295334,0.24666977,0.0,,0.0
0.6366707,0.46032807,0.6421599,0.0,,0.0
0.66372305,0.3817949,0.028156618,0.0,,0.0
0.6404905,0.7358454,0.21433394,0.0,,0.0
0.46559337,0.6776401,0.5466528,1.0,,50.0
0.7852511,0.7881307,0.62195444,0.0,,0.0
0.574833,0.17991555,0.5144862,0.0,,0.0
0.6940586,0.3687027,0.35096657,0.0,,0.0
0.6379541,0.693918,0.21907094,0.0,,0.0
0.7839862,0.7939965,0.61463,0.0,,0.0
0.64794564,0.38199997,0.04176227,0.0,,0.0
0.5485536,0.15048698,0.61767066,0.0,,0.0
0.5844459,0.2010411,0.51157486,0.0,,0.0
0.15815459,0.18007788,0.4331133,0.0,,0.0
0.65471053,0.46376798,0.64182854,0.0,,0.0
0.5919918,0.73704267,0.23412593,0.0,,0.0
0.817295,0.7558433,0.6212845,0.0,,0.0
0.5746195,0.18069728,0.51113063,0.0,,0.0
0.64553016,0.7458906,0.21831886,0.0,,0.0
0.60467064,0.7404934,0.24069068,0.0,,0.0
0.8204533,0.7551044,0.626501,0.0,,0.0
0.56214535,0.13413031,0.47054213,0.0,,0.0
0.41120708,0.3398563,0.52383846,0.0,,0.0
0.21653149,0.75935197,0.40866035,0.0,,0.0
0.7834375,0.804526,0.63721913,0.0,,0.0
0.6677006,0.6974463,0.20575872,0.0,,0.0
0.8159886,0.06502447,0.24052197,0.0,,0.0
0.6453317,0.72874534,0.23579612,0.0,,0.0
0.40699655,0.2574568,0.803342,0.0,,0.0
0.8040994,0.05587014,0.2304807,0.0,,0.0
0.8475689,0.292107,0.35830027,0.0,,0.0
0.81414664,0.051961906,0.2256442,0.0,,0.0
0.66220963,0.22616841,0.8147893,0.0,,0.0
0.43028012,0.35045788,0.5417001,0.0,,0.0
0.81921756,0.7519705,0.6259122,0.0,,0.0
0.4607359,0.37430385,0.897454,0.0,,0.0
0.8071507,0.31985036,0.43866256,0.0,,0.0
0.4069461,0.25714904,0.8030878,0.0,,0.0
0.5976774,0.7475933,0.24661408,0.0,,0.0
0.8172854,0.048579603,0.2153051,0.0,,0.0
0.5601043,0.14949447,0.48018053,0.0,,0.0
0.6050512,0.74129164,0.23676082,0.0,,0.0
0.66666996,0.46778896,0.64010817,0.0,,0.0
0.628089,0.4674966,0.61944836,0.0,,0.0
0.6522852,0.7308791,0.20307426,0.0,,0.0
0.84460837,0.29131243,0.35945755,0.0,,0.0
0.41445467,0.5757739,0.827126,0.0,,0.0
0.63584393,0.5958481,0.8741263,0.0,,0.0
0.46293393,0.6635666,0.55935603,0.0,,0.0
0.7168619,0.35726076,0.3434545,0.0,,0.0
0.79620636,0.077867135,0.24079116,0.0,,0.0
0.76478505,0.33971575,0.40988567,0.0,,0.0
0.6166199,0.72722447,0.2080832,0.0,,0.0
0.78668505,0.3313075,0.42676523,0.0,,0.0
0.63520795,0.69966376,0.2173508,0.0,,0.0
0.67113394,0.22840525,0.83792645,0.0,,0.0
0.66226417,0.70338255,0.20051204,0.0,,0.0
